Gene symbol	Entrez ID	Aliases	Full name
RPTOR	57521	KOG1, Mip1	regulatory associated protein of MTOR, complex 1
RRAS2	22800	TC21	related RAS viral (r-ras) oncogene homolog 2
RREB1	6239	FINB, HNT, LZ321, RREB-1, Zep-1	ras responsive element binding protein 1
RRM1	6240	R1, RIR1, RR1	ribonucleotide reductase M1
RRM2	6241	R2, RR2, RR2M	ribonucleotide reductase M2
RRM2B	50484	MTDPS8A, MTDPS8B, P53R2	ribonucleotide reductase M2 B (TP53 inducible)
RRP1B	23076	KIAA0179, NNP1L, Nnp1, RRP1	ribosomal RNA processing 1 homolog B (S. cerevisiae)
RS1	6247	RS, XLRS1	retinoschisin 1
RSF1	51773	HBXAP, RSF-1, XAP8, p325	remodeling and spacing factor 1
RSPO2	340419	CRISTIN2	R-spondin 2
RTN3	10313	ASYIP, HAP, NSPL2, NSPLII, RTN3-A1	reticulon 3
RUNX1	861	AML1, AML1-EVI-1, AMLCR1, CBFA2, EVI-1, PEBP2aB	runt-related transcription factor 1
RUNX1T1	862	AML1T1, CBFA2T1, CDR, ETO, MTG8, ZMYND2	runt-related transcription factor 1 translocated to, 1 (cyclin D-related)
RUNX2	860	AML3, CBFA1, CCD, CCD1, CLCD, OSF-2, OSF2, PEA2aA, PEBP2A1, PEBP2A2, PEBP2aA, PEBP2aA1	runt-related transcription factor 2
RUNX3	864	AML2, CBFA3, PEBP2aC	runt-related transcription factor 3
RUVBL1	8607	ECP54, INO80H, NMP238, PONTIN, Pontin52, RVB1, TIH1, TIP49, TIP49A	RuvB-like 1 (E. coli)
RXFP2	122042	GPR106, GREAT, INSL3R, LGR8, LGR8.1, RXFPR2	relaxin/insulin-like family peptide receptor 2
RXRA	6256	NR2B1	retinoid X receptor, alpha
S100A10	6281	42C, ANX2L, ANX2LG, CAL1L, CLP11, Ca[1], GP11, P11, p10	S100 calcium binding protein A10
S100A11	6282	MLN70, S100C	S100 calcium binding protein A11
S100A2	6273	CAN19, S100L	S100 calcium binding protein A2
S100A4	6275	18A2, 42A, CAPL, FSP1, MTS1, P9KA, PEL98	S100 calcium binding protein A4
S100A6	6277	2A9, 5B10, CABP, CACY, PRA	S100 calcium binding protein A6
S100A7	6278	PSOR1, S100A7c	S100 calcium binding protein A7
S100A9	6280	60B8AG, CAGB, CFAG, CGLB, L1AG, LIAG, MAC387, MIF, MRP14, NIF, P14	S100 calcium binding protein A9
S100B	6285	NEF, S100, S100-B, S100beta	S100 calcium binding protein B
S100P	6286	MIG9	S100 calcium binding protein P
S1PR1	1901	CD363, CHEDG1, D1S3362, ECGF1, EDG-1, EDG1, S1P1	sphingosine-1-phosphate receptor 1
SAA1	6288	PIG4, SAA, SAA2, TP53I4	serum amyloid A1
SAFB	6294	HAP, HET, SAF-B1, SAFB1	scaffold attachment factor B
SALL2	6297	HSAL2, Sal-2, ZNF795, p150(Sal2)	sal-like 2 (Drosophila)
SALL3	27164	ZNF796	sal-like 3 (Drosophila)
SALL4	57167	DRRS, HSAL4, ZNF797, dJ1112F19.1	sal-like 4 (Drosophila)
SAMD4A	23034	SAMD4, SMAUG, SMAUG1, SMG, SMGA	sterile alpha motif domain containing 4A
SART3	9733	DSAP1, P100, RP11-13G14, TIP110, p110, p110(nrb)	squamous cell carcinoma antigen recognized by T cells 3
SAT1	6303	DC21, KFSD, KFSDX, SAT, SSAT, SSAT-1	spermidine/spermine N1-acetyltransferase 1
SCAI	286205	C9orf126, NET40	suppressor of cancer cell invasion
SCAND1	51282	RAZ1, SDP1	SCAN domain containing 1
SCARB1	949	CD36L1, CLA-1, CLA1, HDLQTL6, SR-BI, SRB1	scavenger receptor class B, member 1
SCARB2	950	AMRF, CD36L2, EPM4, HLGP85, LGP85, LIMP-2, LIMPII, SR-BII	scavenger receptor class B, member 2
SCARF1	8578	SREC, SREC-I, SREC1	scavenger receptor class F, member 1
SCD	6319	FADS5, MSTP008, SCD1, SCDOS	stearoyl-CoA desaturase (delta-9-desaturase)
SCD5	79966	ACOD4, FADS4, HSCD5, SCD2, SCD4	stearoyl-CoA desaturase 5
SCG3	29106	SGIII	secretogranin III
SCN9A	6335	ETHA, FEB3B, GEFSP7, NE-NA, NENA, Nav1.7, PN1, SFNP	sodium channel, voltage-gated, type IX, alpha subunit
SCNN1A	6337	BESC2, ENaCa, ENaCalpha, SCNEA, SCNN1	sodium channel, non-voltage-gated 1 alpha subunit
SCNN1B	6338	BESC1, ENaCb, ENaCbeta, SCNEB	sodium channel, non-voltage-gated 1, beta subunit
SCTR	6344	SR	secretin receptor
SDC1	6382	CD138, SDC, SYND1, syndecan	syndecan 1
SDC4	6385	SYND4	syndecan 4
SDHB	6390	CWS2, IP, PGL4, SDH, SDH1, SDH2, SDHIP	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)
SEC14L2	23541	C22orf6, SPF, TAP, TAP1	SEC14-like 2 (S. cerevisiae)
SELE	6401	CD62E, ELAM, ELAM1, ESEL, LECAM2	selectin E
SELL	6402	CD62L, LAM1, LECAM1, LEU8, LNHR, LSEL, LYAM1, PLNHR, TQ1	selectin L
SELP	6403	CD62, CD62P, GMP140, GRMP, LECAM3, PADGEM, PSEL	selectin P (granule membrane protein 140kDa, antigen CD62)
SEMA6A	57556	HT018, SEMA, SEMA6A1, SEMAQ, VIA	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A
SEMG1	6406	CT103, SEMG, SGI, dJ172H20.2	semenogelin I
SEPT7	989	CDC10, CDC3, NBLA02942, SEPT7A	septin 7
SERBP1	26135	CHD3IP, HABP4L, PAI-RBP1, PAIRBP1	SERPINE1 mRNA binding protein 1
SERPINA3	12	AACT, ACT, GIG25	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3
SERPINB1	1992	EI, ELANH2, LEI, M/NEI, MNEI, PI-2, PI2	serpin peptidase inhibitor, clade B (ovalbumin), member 1
SERPINB2	5055	HsT1201, PAI, PAI-2, PAI2, PLANH2	serpin peptidase inhibitor, clade B (ovalbumin), member 2
SERPINB5	5268	PI5, maspin	serpin peptidase inhibitor, clade B (ovalbumin), member 5
SERPINB9	5272	CAP-3, CAP3, PI-9, PI9	serpin peptidase inhibitor, clade B (ovalbumin), member 9
SERPINC1	462	AT3, AT3D, ATIII, THPH7	serpin peptidase inhibitor, clade C (antithrombin), member 1
SERPINE1	5054	PAI, PAI-1, PAI1, PLANH1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1
SERPINF1	5176	EPC-1, OI12, OI6, PEDF	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1
SERTAD1	29950	SEI1, TRIP-Br1	SERTA domain containing 1
SESN1	27244	PA26, SEST1	sestrin 1
SESN3	143686	SEST3	sestrin 3
SET	6418	2PP2A, I2PP2A, IGAAD, IPP2A2, PHAPII, TAF-I, TAF-IBETA	SET nuclear oncogene
SETBP1	26040	SEB	SET binding protein 1
SETD2	29072	HBP231, HIF-1, HIP-1, HYPB, KMT3A, SET2, p231HBP	SET domain containing 2
SETD8	387893	KMT5A, PR-Set7, SET07, SET8	SET domain containing (lysine methyltransferase) 8
SETDB1	9869	ESET, H3-K9-HMTase4, KG1T, KMT1E, TDRD21	SET domain, bifurcated 1
SF1	7536	BBP, D11S636, MBBP, ZCCHC25, ZFM1, ZNF162	splicing factor 1
SF3B1	23451	Hsh155, MDS, PRP10, PRPF10, SAP155, SF3b155	splicing factor 3b, subunit 1, 155kDa
SFN	2810	YWHAS	stratifin
SFPQ	6421	POMP100, PSF	splicing factor proline/glutamine-rich
SFRP1	6422	FRP, FRP-1, FRP1, FrzA, SARP2	secreted frizzled-related protein 1
SFRP2	6423	FRP-2, SARP1, SDF-5	secreted frizzled-related protein 2
SFRP5	6425	SARP3	secreted frizzled-related protein 5
SFTPA1	653509	COLEC4, PSAP, PSP-A, PSPA, SFTP1, SFTPA1B, SP-A, SP-A1, SPA, SPA1	surfactant protein A1
SFTPB	6439	PSP-B, SFTB3, SFTP3, SMDP1, SP-B	surfactant protein B
SFTPC	6440	BRICD6, PSP-C, SFTP2, SMDP2, SP-C	surfactant protein C
SFTPD	6441	COLEC7, PSP-D, SFTP4, SP-D	surfactant protein D
SGK1	6446	SGK	serum/glucocorticoid regulated kinase 1
SGPL1	8879	S1PL, SPL	sphingosine-1-phosphate lyase 1
SH2D1A	4068	DSHP, EBVS, IMD5, LYP, MTCP1, SAP, SAP/SH2D1A, XLP, XLPD	SH2 domain containing 1A
SH3BP2	6452	3BP-2, 3BP2, CRBM, CRPM	SH3-domain binding protein 2
SHBG	6462	ABP, SBP, TEBG	sex hormone-binding globulin
SHC1	6464	SHC, SHCA	SHC (Src homology 2 domain containing) transforming protein 1
SHH	6469	HHG1, HLP3, HPE3, MCOPCB5, SMMCI, TPT, TPTPS	sonic hedgehog
SHMT1	6470	CSHMT, SHMT	serine hydroxymethyltransferase 1 (soluble)
SHOX	6473	GCFX, PHOG, SHOXY, SS	short stature homeobox
SHOX2	6474	OG12, OG12X, SHOT	short stature homeobox 2
SIAH1	6477	SIAH1A	siah E3 ubiquitin protein ligase 1
SIDT1	54847	B830021E24Rik, SID-1, SID1	SID1 transmembrane family, member 1
SIGIRR	59307	TIR8	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain
SIGMAR1	10280	ALS16, OPRS1, SR-BP1, SRBP	sigma non-opioid intracellular receptor 1
SIM2	6493	HMC13F06, HMC29C01, SIM, bHLHe15	single-minded homolog 2 (Drosophila)
SIRT1	23411	SIR2L1	sirtuin 1
SIRT2	22933	SIR2, SIR2L, SIR2L2	sirtuin 2
SIRT3	23410	SIR2L3	sirtuin 3
SIRT4	23409	SIR2L4	sirtuin 4
SIRT5	23408	SIR2L5	sirtuin 5
SIRT6	51548	SIR2L6	sirtuin 6
SIVA1	10572	CD27BP, SIVA, Siva-1, Siva-2	SIVA1, apoptosis-inducing factor
SIX1	6495	BOS3, DFNA23, TIP39	SIX homeobox 1
SIX3	6496	HPE2	SIX homeobox 3
SIX4	51804	AREC3	SIX homeobox 4
SIX5	147912	BOR2, DMAHP	SIX homeobox 5
SIX6	4990	MCOPCT2, OPTX2, Six9	SIX homeobox 6
SKI	6497	SGS, SKV	v-ski sarcoma viral oncogene homolog (avian)
SKIL	6498	SNO, SnoA, SnoI, SnoN	SKI-like oncogene
SKP2	6502	FBL1, FBXL1, FLB1, p45	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase
SLA2	84174	C20orf156, MARS, SLAP-2, SLAP2	Src-like-adaptor 2
SLBP	7884	HBP	stem-loop binding protein
SLC10A1	6554	NTCP	solute carrier family 10 (sodium/bile acid cotransporter family), member 1
SLC10A2	6555	ASBT, IBAT, ISBT, NTCP2, PBAM	solute carrier family 10 (sodium/bile acid cotransporter family), member 2
SLC13A3	64849	NADC3, SDCT2	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3
SLC13A4	26266	SUT-1, SUT1	solute carrier family 13 (sodium/sulfate symporters), member 4
SLC15A1	6564	HPECT1, HPEPT1, PEPT1	solute carrier family 15 (oligopeptide transporter), member 1
SLC16A1	6566	HHF7, MCT, MCT1	solute carrier family 16, member 1 (monocarboxylic acid transporter 1)
SLC19A1	6573	CHMD, FOLT, IFC1, REFC, RFC1	solute carrier family 19 (folate transporter), member 1
SLC19A2	10560	TC1, THMD1, THT1, THTR1, TRMA	solute carrier family 19 (thiamine transporter), member 2
SLC19A3	80704	BBGD, THMD2, THTR2	solute carrier family 19, member 3
SLC1A3	6507	EA6, EAAT1, GLAST, GLAST1	solute carrier family 1 (glial high affinity glutamate transporter), member 3
SLC1A4	6509	ASCT1, SATT	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
SLC20A1	6574	GLVR1, Glvr-1, PIT1, PiT-1	solute carrier family 20 (phosphate transporter), member 1
SLC22A10	387775	OAT5, hOAT5	solute carrier family 22, member 10
SLC22A2	6582	OCT2	solute carrier family 22 (organic cation transporter), member 2
SLC22A3	6581	EMT, EMTH, OCT3	solute carrier family 22 (extraneuronal monoamine transporter), member 3
SLC22A4	6583	OCTN1	solute carrier family 22 (organic cation/ergothioneine transporter), member 4
SLC22A6	9356	HOAT1, OAT1, PAHT, ROAT1	solute carrier family 22 (organic anion transporter), member 6
SLC22A8	9376	OAT3	solute carrier family 22 (organic anion transporter), member 8
SLC22A9	114571	HOAT4, OAT4, OAT7, UST3H, ust3	solute carrier family 22 (organic anion transporter), member 9
SLC25A20	788	CAC, CACT	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20
SLC25A27	9481	UCP4	solute carrier family 25, member 27
SLC26A3	1811	CLD, DRA	solute carrier family 26, member 3
SLC26A4	5172	DFNB4, EVA, PDS, TDH2B	solute carrier family 26, member 4
SLC29A1	2030	ENT1	solute carrier family 29 (nucleoside transporters), member 1
SLC2A1	6513	DYT17, DYT18, DYT9, EIG12, GLUT, GLUT1, GLUT1DS, HTLVR, PED	solute carrier family 2 (facilitated glucose transporter), member 1
SLC2A2	6514	GLUT2	solute carrier family 2 (facilitated glucose transporter), member 2
SLC2A3	6515	GLUT3	solute carrier family 2 (facilitated glucose transporter), member 3
SLC2A4	6517	GLUT4	solute carrier family 2 (facilitated glucose transporter), member 4
SLC2A4RG	56731	GEF, HDBP-1, HDBP1, Si-1-2, Si-1-2-19	SLC2A4 regulator
SLC31A1	1317	COPT1, CTR1	solute carrier family 31 (copper transporters), member 1
SLC34A2	10568	NAPI-3B, NAPI-IIb, NPTIIb	solute carrier family 34 (sodium phosphate), member 2
SLC39A1	27173	ZIP1, ZIRTL	solute carrier family 39 (zinc transporter), member 1
SLC39A3	29985	ZIP3	solute carrier family 39 (zinc transporter), member 3
SLC39A8	64116	BIGM103, LZT-Hs6, ZIP8	solute carrier family 39 (zinc transporter), member 8
SLC3A1	6519	ATR1, CSNU1, D2H, NBAT, RBAT	solute carrier family 3 (cystine, dibasic and neutral amino acid transporters, activator of cystine, dibasic and neutral amino acid transport), member 1
SLC3A2	6520	4F2, 4F2HC, 4T2HC, CD98, CD98HC, MDU1, NACAE	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2
SLC46A1	113235	HCP1, PCFT	solute carrier family 46 (folate transporter), member 1
SLC4A2	6522	AE2, BND3L, EPB3L1, HKB3, NBND3	solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)
SLC5A1	6523	D22S675, NAGT, SGLT1	solute carrier family 5 (sodium/glucose cotransporter), member 1
SLC5A5	6528	NIS, TDH1	solute carrier family 5 (sodium iodide symporter), member 5
SLC5A8	160728	AIT, SMCT, SMCT1	solute carrier family 5 (iodide transporter), member 8
SLC6A3	6531	DAT, DAT1, PKDYS	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3
SLC6A4	6532	5-HTT, 5-HTTLPR, 5HTT, HTT, OCD1, SERT, SERT1, hSERT	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4
SLC6A6	6533	TAUT	solute carrier family 6 (neurotransmitter transporter, taurine), member 6
SLC7A1	6541	ATRC1, CAT-1, ERR, HCAT1, REC1L	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1
SLC7A5	8140	4F2LC, CD98, D16S469E, E16, LAT1, MPE16, hLAT1	solute carrier family 7 (amino acid transporter light chain, L system), member 5
SLC8A3	6547	NCX3	solute carrier family 8 (sodium/calcium exchanger), member 3
SLC9A1	6548	APNH, NHE-1, NHE1	solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1
SLC9A2	6549	NHE2	solute carrier family 9, subfamily A (NHE2, cation proton antiporter 2), member 2
SLC9A3	6550	NHE3	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3
SLCO1B3	28234	HBLRR, LST-2, LST-3TM13, LST3, OATP-8, OATP1B3, OATP8, SLC21A8	solute carrier organic anion transporter family, member 1B3
SLCO4C1	353189	OATP-H, OATP-M1, OATP4C1, OATPX, PRO2176, SLC21A20	solute carrier organic anion transporter family, member 4C1
SLIT2	9353	SLIL3, Slit-2	slit homolog 2 (Drosophila)
SLPI	6590	ALK1, ALP, BLPI, HUSI, HUSI-I, MPI, WAP4, WFDC4	secretory leukocyte peptidase inhibitor
SMAD1	4086	BSP-1, BSP1, JV4-1, JV41, MADH1, MADR1	SMAD family member 1
SMAD2	4087	JV18, JV18-1, MADH2, MADR2, hMAD-2, hSMAD2	SMAD family member 2
SMAD3	4088	HSPC193, HsT17436, JV15-2, LDS1C, LDS3, MADH3	SMAD family member 3
SMAD4	4089	DPC4, JIP, MADH4, MYHRS	SMAD family member 4
SMAD6	4091	AOVD2, HsT17432, MADH6, MADH7	SMAD family member 6
SMAD7	4092	CRCS3, MADH7, MADH8	SMAD family member 7
SMARCA1	6594	ISWI, NURF140, SNF2L, SNF2L1, SNF2LB, SNF2LT, SWI, SWI2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
SMARCA4	6597	BAF190, BAF190A, BRG1, MRD16, RTPS2, SNF2, SNF2L4, SNF2LB, SWI2, hSNF2b, Brg1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
SMARCB1	6598	BAF47, INI1, MRD15, RDT, RTPS1, SNF5, SNF5L1, Sfh1p, Snr1, hSNFS, Ini1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
SMARCD3	6604	BAF60C, CRACD3, Rsc6p	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3
SMG6	23293	C17orf31, EST1A, SMG-6, hSMG5/7a	smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)
SMN1	6606	BCD541, GEMIN1, SMA, SMA1, SMA2, SMA3, SMA4, SMA@, SMN, SMNT, T-BCD541, TDRD16A	survival of motor neuron 1, telomeric
SMO	6608	FZD11, Gx, SMOH	smoothened, frizzled family receptor
SMPD1	6609	ASM, ASMASE, NPD	sphingomyelin phosphodiesterase 1, acid lysosomal
SMUG1	23583	FDG, HMUDG, UNG3	single-strand-selective monofunctional uracil-DNA glycosylase 1
SMYD1	150572	BOP, KMT3D, ZMYND18, ZMYND22	SET and MYND domain containing 1
SNAI1	6615	SLUGH2, SNA, SNAH, SNAIL, SNAIL1, dJ710H13.1	snail homolog 1 (Drosophila)
SNAI2	6591	SLUG, SLUGH1, SNAIL2, WS2D	snail homolog 2 (Drosophila)
SNAI3	333929	SMUC, SNAIL3, ZNF293, Zfp293	snail homolog 3 (Drosophila)
SNAP25	6616	RIC-4, RIC4, SEC9, SNAP, SNAP-25, bA416N4.2, dJ1068F16.2	synaptosomal-associated protein, 25kDa
SNAP91	9892	AP180, CALM	synaptosomal-associated protein, 91kDa
SNAPC1	6617	PTFgamma, SNAP43	small nuclear RNA activating complex, polypeptide 1, 43kDa
SNCA	6622	NACP, PARK1, PARK4, PD1	synuclein, alpha (non A4 component of amyloid precursor)
SND1	27044	TDRD11, p100	staphylococcal nuclease and tudor domain containing 1
SNF8	11267	Dot3, EAP30, VPS22	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)
SNIP1	79753	PMRED	Smad nuclear interacting protein 1
SNRPN	6638	HCERN3, PWCR, RT-LI, SM-D, SMN, SNRNP-N, SNURF-SNRPN, sm-N	small nuclear ribonucleoprotein polypeptide N
SNW1	22938	Bx42, NCOA-62, PRPF45, Prp45, SKIIP, SKIP	SNW domain containing 1
SOCS1	8651	CIS1, CISH1, JAB, SOCS-1, SSI-1, SSI1, TIP3	suppressor of cytokine signaling 1
SOCS2	8835	CIS2, Cish2, SOCS-2, SSI-2, SSI2, STATI2	suppressor of cytokine signaling 2
SOCS3	9021	ATOD4, CIS3, Cish3, SOCS-3, SSI-3, SSI3	suppressor of cytokine signaling 3
SOCS7	30837	NAP4, NCKAP4	suppressor of cytokine signaling 7
SOD1	6647	ALS, ALS1, IPOA, SOD, hSod1, homodimer	superoxide dismutase 1, soluble
SOD2	6648	IPOB, MNSOD, MVCD6	superoxide dismutase 2, mitochondrial
SOST	50964	CDD, VBCH	sclerostin
SOX10	6663	DOM, PCWH, WS2E, WS4, WS4C	SRY (sex determining region Y)-box 10
SOX14	8403	SOX28	SRY (sex determining region Y)-box 14
SOX17	64321	VUR3	SRY (sex determining region Y)-box 17
SOX18	54345	HLTS	SRY (sex determining region Y)-box 18
SOX2	6657	ANOP3, MCOPS3	SRY (sex determining region Y)-box 2
SOX3	6658	GHDX, MRGH, PHP, PHPX, SOXB	SRY (sex determining region Y)-box 3
SOX4	6659	EVI16	SRY (sex determining region Y)-box 4
SOX5	6660	L-SOX5	SRY (sex determining region Y)-box 5
SOX6	55553	HSSOX6, SOXD	SRY (sex determining region Y)-box 6
SOX9	6662	CMD1, CMPD1, SRA1	SRY (sex determining region Y)-box 9
SP1	6667	Sp1, LOC144467	Sp1 transcription factor
SP100	6672	lysp100b	SP100 nuclear antigen
SP3	6670	SPR2	Sp3 transcription factor
SP4	6671	HF1B, SPR-1	Sp4 transcription factor
SP7	121340	OI11, OI12, OSX, osterix	Sp7 transcription factor
SPAG6	9576	Repro-SA-1, pf16	sperm associated antigen 6
SPARC	6678	ON	secreted protein, acidic, cysteine-rich (osteonectin)
SPAST	6683	ADPSP, FSP2, SPG4	spastin
SPDEF	25803	PDEF, RP11-375E1__A.3, bA375E1.3	SAM pointed domain containing ets transcription factor
SPEN	23013	HIAA0929, MINT, RBM15C, SHARP	spen homolog, transcriptional regulator (Drosophila)
SPG20	23111	SPARTIN, TAHCCP1	spastic paraplegia 20 (Troyer syndrome)
SPHK1	8877	SPHK	sphingosine kinase 1
SPI1	6688	OF, PU.1, SFPI1, SPI-1, SPI-A, Sfpi1	spleen focus forming virus (SFFV) proviral integration oncogene spi1
SPIB	6689	SPI-B	Spi-B transcription factor (Spi-1/PU.1 related)
SPIC	121599	SPI-C	Spi-C transcription factor (Spi-1/PU.1 related)
SPINK4	27290	PEC-60, PEC60	serine peptidase inhibitor, Kazal type 4
SPN	6693	CD43, GALGP, GPL115, LSN	sialophorin
SPP1	6696	BNSP, BSPI, ETA-1, OPN	secreted phosphoprotein 1
SPRR1A	6698	SPRK	small proline-rich protein 1A
SPRR1B	6699	CORNIFIN, GADD33, SPRR1	small proline-rich protein 1B
SPRY1	10252	hSPRY1	sprouty homolog 1, antagonist of FGF signaling (Drosophila)
SPRY2	10253	hSPRY2	sprouty homolog 2 (Drosophila)
SQSTM1	8878	A170, OSIL, PDB3, ZIP3, p60, p62, p62B	sequestosome 1
SRC	6714	ASV, SRC1, c-SRC, p60-Src	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)
SRCAP	10847	DOMO1, EAF1, FLHS, SWR1	Snf2-related CREBBP activator protein
SRD5A1	6715	S5AR 1	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)
SRD5A3	79644	CDG1P, CDG1Q, KRIZI, SRD5A2L, SRD5A2L1	steroid 5 alpha-reductase 3
SREBF1	6720	SREBP-1c, SREBP1, bHLHd1	sterol regulatory element binding transcription factor 1
SREBF2	6721	SREBP2, bHLHd2	sterol regulatory element binding transcription factor 2
SRF	6722	MCM1	serum response factor (c-fos serum response element-binding transcription factor)
SRPX	8406	DRS, ETX1, SRPX1	sushi-repeat containing protein, X-linked
SRPX2	27286	BPP, CBPS, PMGX, RESDX, SRPUL	sushi-repeat containing protein, X-linked 2
SRR	63826	ILV1, ISO1	serine racemase
SRSF1	6426	ASF, SF2, SF2p33, SFRS1, SRp30a	serine/arginine-rich splicing factor 1
SRY	6736	SRXX1, SRXY1, TDF, TDY	sex determining region Y
SSB	6741	LARP3, La	Sjogren syndrome antigen B (autoantigen La)
SSPN	8082	DAGA5, KRAG, NSPN, SPN1, SPN2	sarcospan
SSTR1	6751	SRIF-2, SS-1-R, SS1-R, SS1R	somatostatin receptor 1
SSX2	6757	CT5.2a, HD21, HOM-MEL-40, SSX	synovial sarcoma, X breakpoint 2
ST3GAL1	6482	Gal-NAc6S, SIAT4A, SIATFL, ST3GalA, ST3GalA.1, ST3GalIA, ST3GalIA,1, ST3O	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
ST3GAL3	6487	EIEE15, MRT12, SIAT6, ST3GALII, ST3GalIII, ST3N	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
ST3GAL4	6484	CGS23, NANTA3, SAT3, SIAT4, SIAT4C, ST3GalIV, STZ	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
ST3GAL5	8869	SATI, SIAT9, SIATGM3S, ST3GalV	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
ST6GAL1	6480	SIAT1, ST6GalI, ST6N	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1
STAR	6770	STARD1	steroidogenic acute regulatory protein
STARD3	10948	CAB1, MLN64, es64	StAR-related lipid transfer (START) domain containing 3
STARD7	56910	GTT1	StAR-related lipid transfer (START) domain containing 7
STAT1	6772	CANDF7, ISGF-3, STAT91, Stat1	signal transducer and activator of transcription 1, 91kDa
STAT2	6773	ISGF-3, P113, STAT113	signal transducer and activator of transcription 2, 113kDa
STAT3	6774	APRF, HIES, Stat3	signal transducer and activator of transcription 3 (acute-phase response factor)
STAT4	6775	SLEB11	signal transducer and activator of transcription 4
STAT5A	6776	MGF, STAT5, Stat5a	signal transducer and activator of transcription 5A
STAT5B	6777	STAT5	signal transducer and activator of transcription 5B
STAT6	6778	D12S1644, IL-4-STAT, STAT6B, STAT6C, Stat6	signal transducer and activator of transcription 6, interleukin-4 induced
STIM1	6786	D11S4896E, GOK, STIM1L	stromal interaction molecule 1
STIP1	10963	HOP, IEF-SSP-3521, P60, STI1, STI1L	stress-induced-phosphoprotein 1
STK11	6794	LKB1, PJS, hLKB1	serine/threonine kinase 11
STK39	27347	DCHT, PASK, SPAK	serine threonine kinase 39
STMN1	3925	C1orf215, LAP18, Lag, OP18, PP17, PP19, PR22, SMN	stathmin 1
STMN2	11075	SCG10, SCGN10	stathmin-like 2
STRA13	201254	CENP-X, CENPX, D9, FAAP10, MHF2	stimulated by retinoic acid 13
STS	412	ARSC, ARSC1, ASC, ES, SSDD, XLI	steroid sulfatase (microsomal), isozyme S
SUGP1	57794	F23858, RBP, SF4	SURP and G patch domain containing 1
SULT1E1	6783	EST, EST-1, ST1E1, STE	sulfotransferase family 1E, estrogen-preferring, member 1
SULT2A1	6822	DHEA-ST, DHEAS, HST, ST2, ST2A1, ST2A3, STD, hSTa	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1
SUMO1	7341	DAP1, GMP1, OFC10, PIC1, SENP2, SMT3, SMT3C, SMT3H3, UBL1	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)
SUMO2	6613	HSMT3, SMT3B, SMT3H2, SUMO3, Smt3A	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae)
SUPT3H	8464	SPT3, SPT3L	suppressor of Ty 3 homolog (S. cerevisiae)
SURF2	6835	SURF-2	surfeit 2
SUV39H1	6839	KMT1A, MG44, SUV39H	suppressor of variegation 3-9 homolog 1 (Drosophila)
SUZ12	23512	CHET9, JJAZ1	suppressor of zeste 12 homolog (Drosophila)
SYK	6850	p72-Syk	spleen tyrosine kinase
SYMPK	8189	SPK, SYM	symplekin
SYN1	6853	SYN1a, SYN1b, SYNI	synapsin I
SYN2	6854	SYNII, SYNIIa, SYNIIb	synapsin II
SYP	6855	MRXSYP	synaptophysin
SYTL4	94121	SLP4	synaptotagmin-like 4
T	6862	TFT	T, brachyury homolog (mouse)
TAC1	6863	Hs.2563, NK2, NKNA, NPK, TAC2	tachykinin, precursor 1
